no;phpws;mhdi;incpc;region;pop
702;0.85;0.608;237.26;1;9610
703;0.865;0.64;363.97;1;69467
704;0.9017;0.665;457.22;1;28954
705;0.988;0.617;282.48;1;3536
706;0.8863;0.609;279.42;1;8265
707;0.762;0.622;295.35;1;8218
708;0.9599;0.608;298.87;1;10441
709;0.7687;0.644;350.8;1;4188
710;0.9237;0.557;249.75;1;11413
711;0.9277;0.609;292.15;1;20685
712;0.7431;0.598;261.41;1;2261
713;0.9276;0.72;600.28;1;259815
714;0.9891;0.763;950.34;1;803739
715;0.8522;0.622;337.75;1;23784
716;0.8196;0.629;313.34;1;35490
717;0.8053;0.585;290.17;1;4295
718;0.833;0.645;355.71;1;4699
719;0.8895;0.589;219.34;1;3952
720;0.85;0.603;298.75;1;3859
721;0.865;0.549;234.75;1;4845
722;0.9072;0.676;390.54;1;20354
723;0.9591;0.569;239.1;1;10059
724;0.8726;0.606;269.09;1;11100
725;0.7592;0.589;241.15;1;2895
726;0.6271;0.618;331.98;1;11964
727;0.7264;0.59;251.9;1;4762
728;0.9688;0.678;504.82;1;27745
729;0.67;0.559;210.52;1;3521
730;0.4154;0.558;216.3;1;2590
731;0.7122;0.583;289.53;1;7171
732;0.967;0.568;263.8;1;14114
733;0.9199;0.631;412.01;1;13432
734;0.8865;0.614;270.87;1;3453
735;0.9149;0.587;263.9;1;13949
736;0.6207;0.621;296.9;1;7320
737;0.5843;0.59;257.49;1;5217
738;0.8523;0.563;247.77;1;8768
739;0.5774;0.567;198.93;1;8424
740;0.51;0.608;311.04;1;4692
741;0.7275;0.654;300.88;1;3063
742;0.8782;0.584;237.37;1;3165
743;0.7894;0.591;237.37;1;4156
744;0.8072;0.592;262.85;1;7067
745;0.8843;0.604;263.32;1;4418
746;0.8882;0.635;396.51;1;3687
747;0.5759;0.605;241.96;1;3595
748;0.8696;0.635;327.61;1;35797
749;0.6575;0.591;258.64;1;13809
750;0.8257;0.642;325.16;1;2526
751;0.8055;0.62;323.81;1;22216
752;0.7809;0.555;231.17;1;2975
753;0.7108;0.595;210.78;1;3905
754;0.8295;0.608;316.21;1;3401
755;0.9224;0.628;298.15;1;3874
756;0.97;0.661;377.16;1;87668
757;0.8423;0.655;379.2;1;5922
758;0.7709;0.611;331.85;1;39776
759;0.8414;0.615;267.55;1;12356
760;0.9265;0.694;414.22;1;4231
761;0.8968;0.606;285.2;1;22157
762;0.8821;0.591;257.1;1;8670
763;0.8456;0.622;303.74;1;15843
764;0.6634;0.589;285.21;1;6235
765;0.8295;0.611;309.77;1;8111
766;0.634;0.585;268.71;1;10827
767;0.9393;0.642;346.89;1;6028
768;0.8374;0.583;207.76;1;5637
769;0.9261;0.57;234.85;1;3924
770;0.6187;0.582;247.06;1;5743
771;0.8329;0.614;284.48;1;10287
772;0.7411;0.597;292.16;1;7770
773;0.5645;0.592;240.51;1;6581
774;0.9351;0.598;252.46;1;4540
775;0.6951;0.604;293.49;1;5752
776;0.7225;0.572;214.04;1;5020
777;0.5957;0.612;277.54;1;2317
778;0.7698;0.569;235.78;1;11836
779;0.8889;0.608;270.47;1;14175
780;0.7371;0.592;276.94;1;9883
781;0.9364;0.623;259.72;1;5406
782;0.8966;0.645;523.75;1;11385
783;0.8859;0.64;365.42;1;2295
784;0.8176;0.572;264.4;1;31089
785;0.8081;0.602;294.09;1;3368
786;0.9033;0.618;313.6;1;10659
787;0.7246;0.596;233.97;1;12992
788;0.8784;0.626;289.33;1;5236
789;0.9484;0.555;180.53;1;3821
790;0.8521;0.587;258.12;1;10719
791;0.9127;0.592;247.9;1;1618
792;0.9796;0.576;262.96;1;2872
793;0.6295;0.572;233.65;1;9449
794;0.619;0.597;407.32;1;5530
795;0.8183;0.582;287.94;1;28479
796;0.6244;0.576;272.81;1;19681
797;0.7922;0.595;284.64;1;13576
798;0.0294;0.578;245.01;1;5239
799;0.2259;0.548;218.7;1;2366
800;0.8962;0.582;236.14;1;18007
801;0.736;0.608;306.87;1;18201
802;0.5865;0.606;225.5;1;2088
803;0.8174;0.578;271.98;1;7676
804;0.6137;0.549;230.52;1;17224
805;0.764;0.548;276.67;1;12653
806;0.6438;0.567;244.02;1;18879
807;0.7997;0.594;319.92;1;23829
808;0.5676;0.562;270.54;1;1927
809;0.6197;0.608;282.18;1;6470
810;0.3992;0.548;226.05;1;19082
811;0.0077;0.609;336.67;1;3522
812;0.9184;0.581;231.78;1;8012
813;0.6309;0.568;253.3;1;21851
814;0.0015;0.558;211.36;1;4220
815;0.1673;0.567;211.08;1;8206
816;0.5758;0.562;233.51;1;14157
817;0.6987;0.572;302.44;1;5611
818;0.9846;0.649;376.74;1;99716
819;0.854;0.592;256.2;1;17093
820;0.7442;0.578;245.71;1;7143
821;0.4743;0.558;211.04;1;3075
822;0.746;0.599;271.06;1;5751
823;0.615;0.649;314.11;1;6227
824;0.7482;0.597;303.29;1;2400
825;0.9068;0.592;257.9;1;5035
826;0.7622;0.574;267.09;1;10804
827;0.7346;0.607;319.11;1;16888
828;0.7728;0.61;286.68;1;6156
829;0.843;0.558;236.01;1;5111
830;0.7592;0.597;287.2;1;13123
831;0.8729;0.619;267.6;1;6198
832;0.8611;0.602;268.46;1;20362
833;0.746;0.611;283.93;1;5035
834;0.9774;0.748;1036.21;1;57944
835;0.7255;0.587;301.77;1;9546
836;0.5839;0.596;249.79;1;3557
837;0.7219;0.564;246.21;1;16748
838;0.5509;0.523;181.17;1;6814
839;0.7224;0.592;294.68;1;7220
840;0.8638;0.679;511.56;1;58446
841;0.5328;0.55;205.12;1;3033
842;0.7892;0.568;264.06;1;5637
843;0.5778;0.567;242.92;1;5749
844;0.9787;0.72;630.03;1;385213
845;0.8987;0.533;203.67;1;5601
846;0.6574;0.585;296.38;1;3899
847;0.7153;0.603;214.54;1;2378
848;0.489;0.514;171.37;1;7058
849;0.7429;0.574;249.16;1;4812
850;0.8515;0.64;371.92;1;28759
851;0.4485;0.623;371.05;1;4543
852;0.7805;0.592;290.63;1;18363
853;0.8154;0.594;282.25;1;6584
854;0.6665;0.618;316.81;1;21400
855;0.6915;0.581;263.84;1;4687
856;0.8504;0.592;291.3;1;15149
857;0.932;0.641;306.15;1;1771
858;0.7317;0.552;217.47;1;16257
859;0.707;0.566;237.71;1;6866
860;0.6723;0.591;284.57;1;19978
861;0.9057;0.57;265.78;1;6889
862;0.6426;0.524;214.92;1;6202
863;0.344;0.529;214.4;1;5209
864;0.7731;0.606;362.28;1;2505
865;0.2965;0.521;182.89;1;4900
866;0.6311;0.58;247.16;1;7991
867;0.5666;0.566;251.49;1;3512
868;0.7324;0.593;264.08;1;6616
869;0.453;0.545;208.12;1;10517
870;0.7728;0.603;269.85;1;3638
871;0.7875;0.595;251.41;1;3317
872;0.7098;0.623;330.66;1;31095
873;0.5588;0.56;235.02;1;11405
874;0.8094;0.641;405.38;1;2933
875;0.1884;0.513;170.29;1;8376
876;0.9608;0.673;430.83;1;55326
877;0.6;0.556;235.88;1;13872
878;0.7102;0.625;288.53;1;3159
879;0.7406;0.586;242.08;1;6031
880;0.5939;0.557;208.83;1;11352
881;0.7011;0.592;282.85;1;18180
882;0.7626;0.613;319.34;1;24481
883;0.8146;0.615;349.02;1;23192
884;0.7625;0.564;235.44;1;16997
885;0.5725;0.562;244.16;1;10201
886;0.84;0.558;250.76;1;13942
887;0.8239;0.603;290.17;1;7538
888;0.9951;0.763;964.82;1;723515
889;0.8322;0.579;236.56;1;7459
890;0.5758;0.567;255.68;1;16776
891;0.7631;0.617;280.15;1;6643
892;0.7641;0.548;235.6;1;10237
893;0.6792;0.57;247.78;1;9826
894;0.6608;0.563;219.92;1;4681
895;0.5846;0.57;228.8;1;7370
896;0.5352;0.627;380.73;1;25900
897;0.5338;0.533;219.67;1;2841
898;0.4469;0.566;207.73;1;7164
899;0.6658;0.583;236.33;1;3942
900;0.8852;0.583;289.29;1;11730
901;0.7808;0.542;202.88;1;4019
902;0.8884;0.642;378.53;1;5613
903;0.8102;0.585;305.46;1;42303
904;0.6927;0.543;225.93;1;10759
905;0.9672;0.529;209.46;1;7609
906;0.9083;0.548;250.22;1;21176
907;0.9265;0.608;299.15;1;6173
908;0.5265;0.567;247.98;1;12902
909;0.955;0.536;219.95;1;7407
910;0.3504;0.541;217.6;1;4321
911;0.7942;0.565;271.56;1;2702
912;0.6601;0.572;230.63;1;5939
913;0.3345;0.574;227.05;1;12491
914;0.6215;0.59;238.17;1;4990
915;0.6618;0.587;292.96;1;4508
916;0.7246;0.628;392.05;1;30852
917;0.6806;0.565;242.9;1;9469
918;0.4802;0.541;198.68;1;10566
919;0.5047;0.562;213.53;1;7280
920;0.861;0.601;287.45;1;10533
921;0.7852;0.573;255.69;1;6070
922;0.5916;0.595;272.29;1;4361
923;0.6319;0.572;220.96;1;6931
924;0.5354;0.603;217.32;1;3627
925;0.7343;0.614;305.23;1;2928
926;0.607;0.584;300.27;1;1256
927;0.5878;0.62;270.29;1;2233
928;0.9565;0.701;508.52;1;100674
929;0.5719;0.587;308.48;1;11788
930;0.8024;0.599;219.29;1;3721
931;0.4591;0.574;267.79;1;7475
932;0.8267;0.59;273.39;1;27032
933;0.7667;0.621;321.21;1;15465
934;0.707;0.608;326.53;1;18222
935;0.6971;0.579;236.08;1;11191
936;0.6976;0.56;259;1;6978
937;0.7537;0.564;218.98;1;5155
938;0.8241;0.595;270.98;1;10326
939;0.7479;0.57;227.76;1;17024
940;0.5959;0.591;253.75;1;17032
941;0.7992;0.525;186.82;1;3751
942;0.6908;0.612;291.18;1;3978
943;0.8243;0.634;401.6;1;32110
944;0.7655;0.608;271.47;1;3854
945;0.7796;0.606;334.74;1;21283
946;0.6174;0.617;283.93;1;12923
947;0.7321;0.608;292.5;1;41049
948;0.4767;0.622;267.39;1;1699
949;0.7876;0.607;319.14;1;17581
950;0.6497;0.542;215.39;1;5765
951;0.7043;0.574;197.04;1;3266
952;0.5848;0.553;262.31;1;4264
953;0.3974;0.555;225.44;1;4164
954;0.6152;0.594;275.73;1;1722
955;0.6103;0.568;239.15;1;8314
956;0.6038;0.585;264.5;1;22976
957;0.3459;0.563;217.39;1;3508
958;0.6382;0.568;217.45;1;11976
959;0.0122;0.525;197.49;1;6658
960;0.8685;0.618;291.16;1;6471
961;0.762;0.609;277.52;1;5369
962;0.6269;0.572;229.72;1;3539
963;0.9299;0.682;379.3;1;14719
964;0.7135;0.535;166.28;1;5331
965;0.7524;0.594;274.26;1;7266
966;0.812;0.622;249.67;1;2615
967;0.8841;0.627;328.16;1;120310
968;0.6978;0.627;306.95;1;4581
969;0.0214;0.6;273.72;1;2638
970;0.8469;0.58;328.99;1;30879
971;0.7623;0.606;286.99;1;4138
972;0.622;0.589;341.56;1;2420
973;0.4958;0.548;253.36;1;2855
974;0.8865;0.58;261.15;1;3364
975;0.6869;0.622;373.55;1;4344
976;0.2747;0.552;207.42;1;4396
977;0.6524;0.53;216.66;1;7564
978;0.4644;0.565;238.28;1;6010
979;0.4923;0.577;234.08;1;4760
980;0.451;0.541;212.12;1;5508
981;0.7409;0.591;321.53;1;19096
982;0.4936;0.565;221.16;1;4219
983;0.6232;0.578;244.14;1;3233
984;0.0829;0.581;223.11;1;1684
985;0.7901;0.617;302.36;1;4010
986;0.494;0.556;233.71;1;3985
987;0.8687;0.641;371.01;1;7748
988;0.6024;0.548;198.63;1;6696
989;0.5478;0.594;262.87;1;11041
990;0.7107;0.581;263.04;1;3235
991;0.8153;0.569;266.29;1;50143
992;0.471;0.555;214.38;1;10230
993;0.7865;0.628;330.05;1;12973
994;0.827;0.626;278.22;1;3204
995;0.6423;0.586;244.05;1;2975
996;0.5568;0.57;268.53;1;7050
997;0.689;0.547;224.2;1;6238
998;0.6467;0.621;252.11;1;4395
999;0.6878;0.573;210.08;1;7373
1000;0.7587;0.595;318.38;1;26693
1001;0.7286;0.616;330.05;1;13739
1002;0.012;0.573;218.2;1;3169
1003;0.9339;0.668;443.81;1;65803
1004;0.7965;0.627;339.68;1;16060
1005;0.6489;0.551;195.07;1;10262
1006;0.6623;0.578;267.88;1;14936
1007;0.5906;0.586;260.75;1;14103
1008;0.6957;0.605;271.44;1;14153
1009;0.0183;0.581;269.63;1;2813
1010;0.7537;0.609;292.24;1;9220
1011;0.8441;0.636;361.37;1;14584
1012;0.239;0.584;237.25;1;9298
1013;0.7915;0.707;377.4;1;2504
1014;0.6956;0.571;226.49;1;5045
1015;0.8003;0.623;272.94;1;2075
1016;0.9657;0.679;390.4;1;94429
1017;0.8492;0.657;386.56;1;35088
1018;0.4304;0.588;233.59;1;17586
1019;0.8268;0.592;297.02;1;22679
1020;0.778;0.553;195.47;1;33095
1021;0.6538;0.526;239.3;1;40235
1022;0.383;0.599;275.5;1;13759
1023;0.8899;0.604;269.86;1;37415
1024;0.661;0.598;259.21;1;22353
1025;0.8688;0.58;286.59;1;21939
1026;0.7485;0.572;253.26;1;10202
1027;0.8012;0.592;236.1;1;18156
1028;0.5712;0.602;324.01;1;77302
1029;0.8864;0.667;469.53;1;68793
1030;0.9585;0.577;257.4;1;12776
1031;0.8206;0.586;263.2;1;40732
1032;0.6688;0.578;226.82;1;11353
1033;0.6545;0.642;357.77;1;20253
1034;0.8891;0.629;372.93;1;72432
1035;0.6988;0.559;220.19;1;12003
1036;0.8381;0.606;351.75;1;58668
1037;0.4785;0.565;234.36;1;35158
1038;0.6885;0.563;305.57;1;45503
1039;0.6861;0.602;248.98;1;37826
1040;0.8836;0.561;258.52;1;37566
1041;0.8176;0.547;230.85;1;8844
1042;0.504;0.574;266.21;1;7307
1043;0.5489;0.562;296.7;1;45180
1044;0.8366;0.593;254.03;1;12537
1045;0.4971;0.527;176.76;1;52105
1046;0.9452;0.686;467.07;1;185025
1047;0.7912;0.623;298.14;1;30873
1048;0.6818;0.579;308.18;1;18819
1049;0.2691;0.522;176.77;1;26577
1050;0.4617;0.566;215.47;1;11125
1051;0.8156;0.571;272.66;1;5648
1052;0.9434;0.692;473.78;1;144466
1053;0.8855;0.588;305.53;1;17104
1054;0.8944;0.606;278.04;1;8156
1055;0.7826;0.541;234.75;1;24521
1056;0.3878;0.549;215.71;1;19593
1057;0.6089;0.583;229.87;1;18574
1058;0.421;0.573;170.02;1;11782
1059;0.9006;0.68;403.76;1;74858
1060;0.8922;0.677;553.99;1;314912
1061;0.2316;0.567;200.83;1;13766
1062;0.8424;0.609;292.74;1;37820
1063;0.6557;0.615;269.64;1;10778
1064;0.7063;0.604;239.04;1;12404
1065;0.7602;0.599;341.34;1;20137
1066;0.7937;0.602;297.68;1;24282
1067;0.7769;0.536;247.2;1;17419
1068;0.8216;0.568;232.22;1;12452
1069;0.3213;0.572;249.32;1;17183
1070;0.8627;0.592;336.81;1;23390
1071;0.6154;0.594;350;1;33855
1072;0.4998;0.589;257.72;1;16917
1073;0.8812;0.632;322.46;1;63517
1074;0.5159;0.576;234.83;1;31636
1075;0.7218;0.6;296.5;1;20571
1076;0.9932;0.788;1034.14;1;2630
1077;0.8448;0.622;311.83;1;11430
1078;0.5755;0.556;236.31;1;22169
1079;0.668;0.626;310.39;1;29285
1080;0.3396;0.576;286.08;1;14293
1081;0.7038;0.602;231.5;1;27912
1082;0.9006;0.664;492.44;1;129408
1083;0.5805;0.604;278.33;1;29019
1084;0.8585;0.651;364.77;1;75644
1085;0.5819;0.595;234.9;1;6855
1086;0.873;0.634;402.96;1;76458
1087;0.5234;0.528;200.95;1;18360
1088;0.6328;0.552;220.98;1;26954
1089;0.4869;0.58;238.23;1;7534
1090;0.915;0.665;384.1;1;102021
1091;0.6299;0.598;295.88;1;11779
1092;0.5201;0.523;182.73;1;19081
1093;0.6039;0.608;286.41;1;4496
1094;0.8118;0.619;362.68;1;80637
1095;0.453;0.55;231.47;1;28120
1096;0.8538;0.595;271.71;1;4369
1097;0.5845;0.51;218.32;1;26256
1098;0.8645;0.653;394.85;1;21884
1099;0.9211;0.575;271;1;35398
1100;0.6624;0.592;331.14;1;13881
1101;0.8987;0.633;312.47;1;23769
1102;0.7726;0.586;251.09;1;15692
1103;0.9231;0.717;593.9;1;644620
1104;0.6256;0.575;256.76;1;11501
1105;0.3109;0.53;244.26;1;15819
1106;0.7792;0.645;342.33;1;13963
1107;0.6352;0.576;276.15;1;30743
1108;0.7755;0.554;263.01;1;15773
1109;0.4707;0.55;232.08;1;10604
1110;0.4473;0.575;260.42;1;13705
1111;0.7725;0.509;206.22;1;14541
1112;0.6559;0.609;271.36;1;16007
1113;0.7388;0.602;252.8;1;20659
1114;0.9188;0.525;224.13;1;12132
1115;0.6246;0.551;253.4;1;15615
1116;0.7641;0.597;296.99;1;22760
1117;0.8159;0.611;333.52;1;36628
1118;0.7274;0.663;398.37;1;55439
1119;0.9193;0.609;278.93;1;23925
1120;0.7983;0.578;231.75;1;13596
1121;0.3095;0.487;155.49;1;18083
1122;0.7385;0.534;232.31;1;12230
1123;0.6701;0.591;193.86;1;14308
1124;0.9135;0.652;356.7;1;56696
1125;0.863;0.662;351.46;1;30796
1126;0.9733;0.735;640.13;1;377779
1127;0.5387;0.61;237.64;1;22878
1128;0.8423;0.61;224.41;1;13180
1129;0.6018;0.572;291.75;1;64358
1130;0.8852;0.622;311.09;1;59526
1131;0.7376;0.549;251.44;1;8189
1132;0.6299;0.569;238.61;1;25645
1133;0.4228;0.537;213.74;1;11001
1134;0.5759;0.599;255.27;1;20224
1135;0.6384;0.592;259.04;1;28628
1136;0.8126;0.639;360.06;1;51357
1137;0.9784;0.732;528.04;1;300466
1138;0.6029;0.567;244.48;1;20944
1139;0.7146;0.61;329.16;1;62931
1140;0.9013;0.623;344.04;1;32492
1141;0.9195;0.697;605.06;1;293962
1142;0.538;0.528;233.91;1;11242
1143;0.7064;0.598;302.97;1;24046
1144;0.6862;0.58;281.27;1;13439
1145;0.7848;0.552;215.92;1;24186
1146;0.5078;0.577;216.87;1;6739
1147;0.9745;0.772;1144.26;1;1537704
1148;0.4994;0.57;306.61;1;19162
1149;0.8859;0.602;324.47;1;44439
1150;0.8054;0.613;264.16;1;22151
1151;0.7478;0.585;297.91;1;11240
1152;0.4447;0.534;198.91;1;9312
1153;0.8762;0.669;441.79;1;56629
1154;0.5478;0.559;259.1;1;15309
1155;0.8107;0.603;267.58;1;21955
1156;0.4167;0.549;206.07;1;13594
1157;0.6579;0.612;256.26;1;11768
1158;0.7967;0.648;507.05;1;87582
1159;0.3657;0.533;175.48;1;13371
1160;0.7659;0.59;267.86;1;39435
1161;0.3356;0.548;279.1;1;13021
1162;0.6963;0.593;229.83;1;10991
1163;0.6547;0.53;178.27;1;13941
1164;0.5805;0.593;319.47;1;53242
1165;0.6651;0.591;300.16;1;35274
1166;0.6237;0.57;269.44;1;21312
1167;0.8156;0.537;244.22;1;20488
1168;0.8852;0.608;304.5;1;18180
1169;0.6829;0.61;275.14;1;32617
1170;0.7642;0.635;338.9;1;31829
1171;0.8846;0.653;364.43;1;102895
1172;0.6883;0.549;257.47;1;17000
1173;0.8364;0.661;407.34;1;79232
1174;0.47;0.595;233.56;1;18331
1175;0.6492;0.613;337.53;1;33787
1176;0.7936;0.597;273.75;1;40296
1177;0.6513;0.6;206.11;1;11132
1178;0.4252;0.585;240.64;1;5744
1179;0.8211;0.635;372.11;1;58515
1180;0.7587;0.605;278.14;1;26427
1181;0.5197;0.554;225.21;1;12725
1182;0.4309;0.573;205.06;1;22068
1183;0.8297;0.593;301.15;1;20715
1184;0.4439;0.641;419.74;1;24903
1185;0.544;0.545;225.28;1;6737
1186;0.7765;0.599;237.89;1;9278
1187;0.8387;0.618;318.8;1;53825
1188;0.8018;0.618;470.44;1;35554
1189;0.7914;0.605;272.81;1;13055
1190;0.8571;0.595;338.39;1;26116
1191;0.6593;0.67;389.44;1;15006
1192;0.4589;0.519;172.52;1;24425
1193;0.8129;0.634;360.29;1;7925
1194;0.6095;0.592;276.94;1;16052
1195;0.7541;0.605;260.66;1;9142
1196;0.0238;0.563;219.88;1;7873
1197;0.6258;0.582;337.92;1;18222
1198;0.8932;0.605;246.44;1;30732
1199;0.8368;0.64;401.16;1;129974
1200;0.8781;0.552;243.39;1;14093
1201;0.6178;0.549;213;1;19377
1202;0.6162;0.568;239.53;1;17424
1203;0.9468;0.649;423.28;1;214006
1204;0.8249;0.561;237.33;1;44322
1205;0.9116;0.557;247.81;1;14230
1206;0.9049;0.615;422.78;1;7574
1207;0.7093;0.594;265.62;1;17076
1208;0.6216;0.593;309.5;1;4551
1209;0.4013;0.517;187.77;1;7030
1210;0.8743;0.604;260.2;1;25776
1211;0.8168;0.513;221.93;1;10583
1212;0.2147;0.531;259.72;1;10195
1213;0.9012;0.562;232.85;1;20409
1214;0.8525;0.559;245.43;1;6598
1215;0.6683;0.57;217.72;1;50816
1216;0.8483;0.524;181.54;1;9032
1217;0.2802;0.506;183.83;1;17250
1218;0.8492;0.573;251.36;1;17077
1219;0.6009;0.526;199.58;1;8290
1220;0.9137;0.575;226.6;1;7146
1221;0.4361;0.533;203.15;1;10926
1222;0.7462;0.517;242.28;1;20019
1223;0.8953;0.586;299.47;1;5526
1224;0.9144;0.626;315.85;1;52130
1225;0.636;0.525;199.54;1;22641
1226;0.9047;0.612;332.13;1;48096
1227;0.3456;0.532;194.81;1;10880
1228;0.3369;0.534;196.92;1;17251
1229;0.7736;0.533;193.07;1;21321
1230;0.327;0.565;245.49;1;4345
1231;0.6676;0.527;213.44;1;12325
1232;0.5024;0.536;177.55;1;36600
1233;0.8228;0.518;199.68;1;15149
1234;0.4849;0.564;241.17;1;25188
1235;0.8007;0.568;254.34;1;23292
1236;0.4216;0.484;180.64;1;17898
1237;0.8142;0.583;235.11;1;5413
1238;0.6866;0.548;219.52;1;6997
1239;0.7903;0.57;260.92;1;7754
1240;0.6473;0.552;219.1;1;5558
1241;0.8693;0.556;199.39;1;12029
1242;0.7362;0.531;190.23;1;22575
1243;0.7794;0.562;282.87;1;4202
1244;0.9127;0.575;306.96;1;23836
1245;0.7533;0.552;231.56;1;18250
1246;0.7172;0.58;285.98;1;26992
1247;0.8017;0.721;792.54;1;932748
1248;0.4393;0.566;270.04;1;18897
1249;0.7544;0.574;253.86;1;28749
1250;0.4619;0.569;229.39;1;10284
1251;0.9725;0.642;431.43;1;45977
1252;0.6459;0.597;297.05;1;13619
1253;0.7428;0.577;229.81;1;3652
1254;0.4305;0.504;186.87;1;24698
1255;0.8498;0.584;231.82;1;23785
1256;0.904;0.568;256.45;1;15682
1257;0.3295;0.563;231.37;1;5275
1258;0.6108;0.539;176.62;1;6935
1259;0.7692;0.527;233.16;1;26710
1260;0.7343;0.521;239.75;1;12060
1261;0.8424;0.565;274.46;1;20364
1262;0.6965;0.525;211.97;1;8491
1263;0.5065;0.503;151.62;1;4957
1264;0.451;0.493;195.19;1;11047
1265;0.3782;0.547;227.56;1;10912
1266;0.8231;0.558;185.39;1;5112
1267;0.803;0.638;391.37;1;70368
1268;0.7686;0.593;224.33;1;23811
1269;0.6152;0.548;211.13;1;10264
1270;0.9247;0.605;324.93;1;11347
1271;0.7559;0.533;194.73;1;14763
1272;0.8447;0.589;247.2;1;7426
1273;0.9506;0.63;339.15;1;60378
1274;0.8415;0.572;227.65;1;17203
1275;0.9001;0.61;292.06;1;33305
1276;0.8515;0.574;292.88;1;2866
1277;0.7191;0.589;265.96;1;23045
1278;0.2379;0.526;162.21;1;13872
1279;0.8625;0.586;257.64;1;25708
1280;0.722;0.541;233.72;1;8429
1281;0.7129;0.551;195.26;1;19334
1282;0.7659;0.559;224.78;1;11480
1283;0.7758;0.643;369.11;1;68481
1284;0.8783;0.505;208.84;1;6656
1285;0.7134;0.597;295.95;1;6891
1286;0.7105;0.591;293.85;1;44932
1287;0.785;0.519;194.87;1;10961
1288;0.8974;0.572;220.92;1;6718
1289;0.8725;0.573;284.02;1;22686
1290;0.4862;0.527;188.84;1;30088
1291;0.5247;0.536;244.85;1;32412
1292;0.9616;0.623;360.82;1;54577
1293;0.9115;0.591;237.78;1;7163
1294;0.7803;0.549;225.84;1;32010
1295;0.8846;0.66;377.42;1;14603
1296;0.2557;0.518;159.61;1;13047
1297;0.6801;0.555;217.85;1;6122
1298;0.7419;0.541;215.16;1;19020
1299;0.8378;0.564;244.39;1;41152
1300;0.3718;0.532;178.79;1;25702
1301;0.9057;0.593;313.92;1;62358
1302;0.8352;0.586;251.25;1;25407
1303;0.8065;0.611;275.32;1;2275
1304;0.8882;0.578;282.19;1;20056
1305;0.9923;0.77;1052.03;1;571149
1306;0.8011;0.595;245.7;1;10878
1307;0.8515;0.579;294.32;1;16857
1308;0.9604;0.649;448.81;1;24976
1309;0.8691;0.604;296.54;1;25533
1310;0.7463;0.54;197.69;1;7742
1311;0.8893;0.621;391.94;1;16749
1312;0.8688;0.569;249.3;1;3956
1313;0.7923;0.567;270.17;1;24686
1314;0.9037;0.615;326.55;1;30761
1315;0.6926;0.588;297.74;1;20007
1316;0.9904;0.643;385.16;1;13503
1317;0.9657;0.623;352.53;1;5633
1318;0.8797;0.553;229.99;1;16519
1319;0.9486;0.604;288.67;1;3813
1320;0.8419;0.61;278.62;1;4326
1321;0.9223;0.647;395.41;1;64409
1322;0.8931;0.584;238.42;1;5324
1323;0.8473;0.589;386.65;1;13874
1324;0.7365;0.564;236.06;1;11405
1325;0.8968;0.645;354.58;1;2929
1326;0.9136;0.577;264.86;1;5645
1327;0.8564;0.562;195.64;1;8348
1328;0.8032;0.58;220.89;1;15831
1329;0.9116;0.642;443.39;1;86967
1330;0.7594;0.556;253.22;1;38910
1331;0.9234;0.602;276.77;1;4972
1332;0.784;0.561;242.62;1;30419
1333;0.8196;0.621;296.93;1;16864
1334;0.7461;0.56;246.68;1;12938
1335;0.8183;0.625;362.8;1;94861
1336;0.8589;0.642;313.29;1;26902
1337;0.6866;0.583;282.4;1;6401
1338;0.9666;0.599;261.05;1;3456
1339;0.8861;0.587;308.04;1;12042
1340;0.8369;0.618;314.55;1;16343
1341;0.6915;0.587;326.89;1;11001
1342;0.7525;0.553;229.3;1;13627
1343;0.9341;0.626;286.8;1;7344
1344;0.7513;0.589;286.69;1;18506
1345;0.912;0.577;289.16;1;8508
1346;0.9053;0.587;316.84;1;32497
1347;0.8921;0.6;294.53;1;24580
1348;0.9141;0.598;261.29;1;6238
1349;0.9754;0.664;379.98;1;160827
1350;0.6353;0.555;195.47;1;13137
1351;0.8506;0.593;332.75;1;2974
1352;0.8521;0.592;273.91;1;8833
1353;0.6539;0.583;295.24;1;5973
1354;0.8954;0.603;257.65;1;8369
1355;0.7396;0.529;202.24;1;30880
1356;0.7596;0.561;266.56;1;21983
1357;0.7872;0.568;226.66;1;27146
1358;0.9354;0.661;400.35;1;28451
1359;0.6181;0.539;212.37;1;19386
1360;0.8197;0.617;317.28;1;9355
1361;0.8249;0.613;357.17;1;17173
1362;0.8367;0.631;341.06;1;9221
1363;0.8059;0.609;311.33;1;19365
1364;0.7267;0.545;194.24;1;12969
1365;0.8332;0.59;236.25;1;7038
1366;0.8803;0.592;213.07;1;3749
1367;0.8904;0.637;362.46;1;11410
1368;0.9321;0.662;388.36;1;78864
1369;0.9739;0.588;281.44;1;10271
1370;0.887;0.587;267.3;1;3393
1371;0.6657;0.567;279.25;1;3698
1372;0.5828;0.604;293.99;1;38702
1373;0.8221;0.609;268.51;1;8004
1374;0.9176;0.604;268.17;1;2957
1375;0.7929;0.557;353.87;1;48040
1376;0.7171;0.551;203.09;1;12855
1377;0.9072;0.579;272.53;1;22434
1378;0.9169;0.603;290.53;1;8316
1379;0.7756;0.575;220.16;1;17064
1380;0.9537;0.582;260.46;1;14653
1381;0.5414;0.546;211.37;1;15702
1382;0.5285;0.55;215.12;1;15731
1383;0.7718;0.584;258.28;1;10859
1384;0.7528;0.583;283.24;1;4602
